STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 03:00,0.07, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 04:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 05:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 06:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 07:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 08:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 09:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 10:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720702 11:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720703 14:00,0.09, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720703 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720703 17:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720707 18:00,0.18, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720707 19:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720711 21:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720714 10:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720714 11:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720715 23:00,0.06, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720716 00:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720716 23:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720717 00:00,0.10, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720717 01:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720717 03:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720717 04:00,0.05, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720719 18:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720720 20:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720720 21:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720720 22:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720721 00:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720721 02:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720721 23:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720724 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720724 18:00,0.12, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720727 10:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720727 11:00,0.06, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720727 13:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 18:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 19:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 20:00,0.06, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720731 21:00,0.13, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720801 01:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720801 02:00,0.09, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720801 03:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 02:00,0.80, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 03:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 07:00,0.05, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 08:00,0.26, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 09:00,0.18, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 10:00,0.13, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 11:00,0.13, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 12:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720802 15:00,0.08, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720803 05:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720803 06:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720805 03:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720815 22:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720817 10:00,0.17, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720818 21:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720818 22:00,0.15, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720818 23:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720819 00:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720819 19:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720819 20:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720819 21:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720819 22:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720821 12:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720831 05:00,0.06, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720831 06:00,0.08, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720831 07:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720831 16:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720831 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720901 01:00,0.00,g, 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720903 16:00,0.07, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720906 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720906 16:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720907 04:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720907 05:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720907 06:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720911 19:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720925 05:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720925 06:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720925 14:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19720929 00:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721001 01:00,0.00,g, 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 01:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 02:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 03:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 04:00,0.14, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 05:00,0.12, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 06:00,0.15, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 07:00,0.06, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 08:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 09:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 10:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 11:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 12:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 13:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 14:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 16:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721005 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721030 02:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721030 08:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721030 09:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721030 10:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721030 11:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721101 01:00,0.00,g, 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721105 17:00,0.07, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721111 20:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721111 21:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721111 22:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721111 23:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 00:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 01:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 02:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 03:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 06:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 07:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 08:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721112 23:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 00:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 02:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 03:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 04:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 05:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 07:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721113 08:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721201 01:00,0.00,g, 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721202 11:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721202 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721203 14:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721203 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721203 21:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721203 22:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721203 23:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 02:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 03:00,0.03, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 04:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 10:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 11:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 15:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721204 18:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721205 01:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 13:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 14:00,0.04, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 15:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 16:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 17:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721207 18:00,0.02, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721208 21:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721229 22:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721230 01:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721230 19:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19721230 20:00,0.01, , 
COOP:396937,RAPID CITY REGIONAL AIRPORT SD US,963.8,44.05,-103.06667,19730101 01:00,0.00,g, 
